file,purl,error
hpc@hpc-collab_sbom.json,pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-posix@32-2.el7?arch=x86_64&epoch=0&upstream=lua-posix-32-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-term@0.03-3.el7?arch=x86_64&epoch=0&upstream=lua-term-0.03-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/luajit@2.0.4-3.el7?arch=x86_64&epoch=0&upstream=luajit-2.0.4-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/luajit@2.0.4-3.el7?arch=x86_64&epoch=0&upstream=luajit-2.0.4-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/luajit@2.0.4-3.el7?arch=x86_64&epoch=0&upstream=luajit-2.0.4-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/luajit@2.0.4-3.el7?arch=x86_64&epoch=0&upstream=luajit-2.0.4-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/luajit@2.0.4-3.el7?arch=x86_64&epoch=0&upstream=luajit-2.0.4-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/luajit@2.0.4-3.el7?arch=x86_64&epoch=0&upstream=luajit-2.0.4-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/luarocks@2.3.0-1.el7?arch=x86_64&epoch=0&upstream=luarocks-2.3.0-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/luarocks@2.3.0-1.el7?arch=x86_64&epoch=0&upstream=luarocks-2.3.0-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/luarocks@2.3.0-1.el7?arch=x86_64&epoch=0&upstream=luarocks-2.3.0-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/luarocks@2.3.0-1.el7?arch=x86_64&epoch=0&upstream=luarocks-2.3.0-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/man2html@1.6-13.g.el7?arch=x86_64&epoch=0&upstream=man2html-1.6-13.g.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/man2html@1.6-13.g.el7?arch=x86_64&epoch=0&upstream=man2html-1.6-13.g.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/man2html-core@1.6-13.g.el7?arch=x86_64&epoch=0&upstream=man2html-1.6-13.g.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/man2html-core@1.6-13.g.el7?arch=x86_64&epoch=0&upstream=man2html-1.6-13.g.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-devel@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/munge-libs@0.5.11-3.el7?arch=x86_64&epoch=0&upstream=munge-0.5.11-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mysql-connector-python@1.1.6-1.el7?arch=noarch&epoch=0&upstream=mysql-connector-python-1.1.6-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/mysql-connector-python@1.1.6-1.el7?arch=noarch&epoch=0&upstream=mysql-connector-python-1.1.6-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mysql-connector-python@1.1.6-1.el7?arch=noarch&epoch=0&upstream=mysql-connector-python-1.1.6-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/mysql-connector-python@1.1.6-1.el7?arch=noarch&epoch=0&upstream=mysql-connector-python-1.1.6-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mysql-connector-python@1.1.6-1.el7?arch=noarch&epoch=0&upstream=mysql-connector-python-1.1.6-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/mysql-connector-python@1.1.6-1.el7?arch=noarch&epoch=0&upstream=mysql-connector-python-1.1.6-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm,failed to get coordinates from purl: pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm,failed to get coordinates from purl: pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm,failed to get coordinates from purl: pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm,failed to get coordinates from purl: pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm,failed to get coordinates from purl: pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm,failed to get coordinates from purl: pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm,failed to get coordinates from purl: pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm,failed to get coordinates from purl: pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm,failed to get coordinates from purl: pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm,failed to get coordinates from purl: pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm,failed to get coordinates from purl: pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm,failed to get coordinates from purl: pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm,failed to get coordinates from purl: pkg:rpm/mysql80-community-release@el7-3?arch=noarch&epoch=0&upstream=mysql80-community-release-el7-3.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mytop@1.7-10.b737f60.el7?arch=noarch&epoch=0&upstream=mytop-1.7-10.b737f60.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/mytop@1.7-10.b737f60.el7?arch=noarch&epoch=0&upstream=mytop-1.7-10.b737f60.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mytop@1.7-10.b737f60.el7?arch=noarch&epoch=0&upstream=mytop-1.7-10.b737f60.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/mytop@1.7-10.b737f60.el7?arch=noarch&epoch=0&upstream=mytop-1.7-10.b737f60.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/mytop@1.7-10.b737f60.el7?arch=noarch&epoch=0&upstream=mytop-1.7-10.b737f60.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/mytop@1.7-10.b737f60.el7?arch=noarch&epoch=0&upstream=mytop-1.7-10.b737f60.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/pdsh@2.31-1.el7?arch=x86_64&epoch=0&upstream=pdsh-2.31-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/pdsh@2.31-1.el7?arch=x86_64&epoch=0&upstream=pdsh-2.31-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/pdsh@2.31-1.el7?arch=x86_64&epoch=0&upstream=pdsh-2.31-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/pdsh@2.31-1.el7?arch=x86_64&epoch=0&upstream=pdsh-2.31-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/pdsh@2.31-1.el7?arch=x86_64&epoch=0&upstream=pdsh-2.31-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/pdsh@2.31-1.el7?arch=x86_64&epoch=0&upstream=pdsh-2.31-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/pdsh@2.31-1.el7?arch=x86_64&epoch=0&upstream=pdsh-2.31-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/pdsh@2.31-1.el7?arch=x86_64&epoch=0&upstream=pdsh-2.31-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/pdsh@2.31-1.el7?arch=x86_64&epoch=0&upstream=pdsh-2.31-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/pdsh@2.31-1.el7?arch=x86_64&epoch=0&upstream=pdsh-2.31-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/pdsh@2.31-1.el7?arch=x86_64&epoch=0&upstream=pdsh-2.31-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/pdsh@2.31-1.el7?arch=x86_64&epoch=0&upstream=pdsh-2.31-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/pdsh@2.31-1.el7?arch=x86_64&epoch=0&upstream=pdsh-2.31-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/pdsh@2.31-1.el7?arch=x86_64&epoch=0&upstream=pdsh-2.31-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/pdsh-mod-dshgroup@2.31-1.el7?arch=x86_64&epoch=0&upstream=pdsh-2.31-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/pdsh-mod-dshgroup@2.31-1.el7?arch=x86_64&epoch=0&upstream=pdsh-2.31-1.el7.src.rpm
